"Reflected server-side cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///main.py:5:26:5:32""]].
Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///main.py:27:26:27:32""]].","/main.py","37","10","37","50"
