"Use of insecure SSL/TLS version","Using an insecure SSL/TLS version may leave the connection vulnerable to attacks.","warning","Insecure SSL/TLS protocol version TLSv1 allowed by [[""call to ssl.create_default_context""|""relative:///main.py:10:11:10:38""]].
Insecure SSL/TLS protocol version TLSv1_1 allowed by [[""call to ssl.create_default_context""|""relative:///main.py:10:11:10:38""]].","/main.py","13","9","13","15"
